incentive_id,incentive_title,company_id,company_name,ranking_position,match_score,deterministic_score,reasons
ec01e46c-100d-4d02-b29a-c9fd3fe88757,Igreja católica - Aquisição onerosa de imóveis e gratuita de bens para fins religiosos,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",1,0.6499999999999999,2.5,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário pode ser relevante para a Igreja Católica
ec01e46c-100d-4d02-b29a-c9fd3fe88757,Igreja católica - Aquisição onerosa de imóveis e gratuita de bens para fins religiosos,096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",2,0.55,2.5,CAE code ['68100'] NÃO é elegível; Atividade de compra e venda de imóveis é relevante para aquisição de propriedades
ec01e46c-100d-4d02-b29a-c9fd3fe88757,Igreja católica - Aquisição onerosa de imóveis e gratuita de bens para fins religiosos,030ded51-5550-4740-8f53-6f5045e2091e,"OLICOF - CONSTRUCÕES, LDA",3,0.5,2.5,CAE code ['41200'] NÃO é elegível; Atividade de construção e compra e venda de propriedades é relevante para aquisição de imóveis
ec01e46c-100d-4d02-b29a-c9fd3fe88757,Igreja católica - Aquisição onerosa de imóveis e gratuita de bens para fins religiosos,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",4,0.3,2.5,"CAE code ['14101', '14102'] NÃO é elegível; Atividade não é diretamente relevante para o incentivo"
ec01e46c-100d-4d02-b29a-c9fd3fe88757,Igreja católica - Aquisição onerosa de imóveis e gratuita de bens para fins religiosos,a2292753-f2d7-48f8-af63-af7fb1a15c84,"AS - SERVIÇOS SOCIAIS E DE SAÚDE, LDA",5,0.25000000000000006,2.5,CAE code ['87901'] NÃO é elegível; Atividade não é diretamente relevante para o incentivo
fc065a03-25c4-46d3-8071-a553d27ecae8,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME",034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",1,0.6499999999999999,10.0,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário de madeira está alinhada com o incentivo
fc065a03-25c4-46d3-8071-a553d27ecae8,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME",096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",2,0.1,10.0,CAE code ['68100'] NÃO é elegível; Atividade de compra e venda de imóveis não se alinha com o incentivo
fc065a03-25c4-46d3-8071-a553d27ecae8,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME",15370b5a-f24c-43f1-a935-bef3429e8961,"TORRES & SILVA, LDA",3,0.1,10.0,CAE code ['56101'] NÃO é elegível; Atividade de restaurante não se alinha com o incentivo
fc065a03-25c4-46d3-8071-a553d27ecae8,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME",5e595731-b419-4f0c-b02c-980df77c7d26,"CENTRO DESPORTIVO SQUASH DE VILAMOURA, LDA",4,0.1,10.0,CAE code ['55900'] NÃO é elegível; Atividade de apartamentos turísticos não se alinha com o incentivo
fc065a03-25c4-46d3-8071-a553d27ecae8,"Redução da taxa do IRC para a Região Autónoma da Madeira, relativamente a uma parte da matéria coletável apurada pelas PME",6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",5,0.1,10.0,"CAE code ['14101', '14102'] NÃO é elegível; Atividade de confecção de vestuário não se alinha com o incentivo"
855c6c59-f749-400a-9789-b640f6b95c89,Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",1,0.6499999999999999,-2.0,CAE code ['16230'] NÃO é elegível; Setor de fabricação de mobiliário pode estar relacionado com atividades de pesca; Tamanho pequeno é aceitável
855c6c59-f749-400a-9789-b640f6b95c89,Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira,0b869770-ce57-4899-a224-c736baf38da6,"IFISH, PRODUÇÃO E COMERCIALIZAÇÃO DE PESCADO, UNIPESSOAL, LDA",2,0.6000000000000001,-2.0,CAE code ['03110'] NÃO é elegível; Setor de pesca é elegível; Tamanho pequeno é aceitável
855c6c59-f749-400a-9789-b640f6b95c89,Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira,096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",3,0.5,-2.0,CAE code ['68100'] NÃO é elegível; Setor de pesca não é elegível; Tamanho micro é aceitável
855c6c59-f749-400a-9789-b640f6b95c89,Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",4,0.45,-2.0,"CAE code ['14101', '14102'] NÃO é elegível; Setor de pesca não é elegível; Tamanho pequeno é aceitável"
855c6c59-f749-400a-9789-b640f6b95c89,Cessação temporária das atividades de pesca - Embarcações de cerco - Região Autónoma da Madeira,15370b5a-f24c-43f1-a935-bef3429e8961,"TORRES & SILVA, LDA",5,0.39999999999999997,-2.0,CAE code ['56101'] NÃO é elegível; Setor de pesca não é elegível; Tamanho pequeno é aceitável
6569e316-ca9e-40ec-912d-917b634c7af6,"Mobilidade a Pedido (IT)
",c4298838-7411-43c6-9803-41c0e20c4d57,"TRANSPORTELA, LDA",1,0.85,212.5,Setor de mobilidade/transportes é elegível.; Atividade de transporte rodoviário é relevante para o incentivo.
6569e316-ca9e-40ec-912d-917b634c7af6,"Mobilidade a Pedido (IT)
",66e3c161-5a5f-4bb1-a693-7b1531e604e2,"MANUEL FERNANDO C. MAGALHÃES, UNIPESSOAL, LDA",2,0.75,47.5,"Setor de comércio de peças automotivas é relevante.; Tamanho da empresa é pequeno, alinhado com o público-alvo."
6569e316-ca9e-40ec-912d-917b634c7af6,"Mobilidade a Pedido (IT)
",7eb5a68a-1f69-42a8-a615-ec4a96245945,"C.R.P.B. - PRODUTOS PARA RAMO AUTOMÓVEL, SOCIEDADE UNIPESSOAL, LDA",3,0.7,47.5,"Setor de peças automotivas é relevante.; Tamanho da empresa é pequeno, alinhado com o público-alvo."
6569e316-ca9e-40ec-912d-917b634c7af6,"Mobilidade a Pedido (IT)
",034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",4,0.6499999999999999,47.5,CAE code ['16230'] NÃO é elegível; Setor de fabricação de móveis pode estar alinhado com soluções de mobilidade a pedido.
6569e316-ca9e-40ec-912d-917b634c7af6,"Mobilidade a Pedido (IT)
",6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",5,0.6,47.5,"Tamanho da empresa é pequeno, alinhado com o público-alvo.; Região Centro é elegível, mas a atividade não está diretamente relacionada."
8e701de5-237e-411d-a07a-fdb2a72fa586,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,5e56081a-1e10-448d-b185-be5184a10242,"PRO SENA - EMPRESA PROMOTORA DE SERVIÇOS DE ENSINO, S.A.",1,0.85,10.0,"Atividade de prestação de serviços de educação e formação profissional é altamente relevante para o incentivo.; Tamanho da empresa é médio, o que é aceitável."
8e701de5-237e-411d-a07a-fdb2a72fa586,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,a2292753-f2d7-48f8-af63-af7fb1a15c84,"AS - SERVIÇOS SOCIAIS E DE SAÚDE, LDA",2,0.8,10.0,"Atividade de prestação de serviços sociais é relevante para a inclusão e igualdade.; Tamanho da empresa é pequeno, o que é aceitável."
8e701de5-237e-411d-a07a-fdb2a72fa586,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",3,0.75,10.0,"Atividade de confecção de vestuário pode estar alinhada com a formação em igualdade.; Tamanho da empresa é pequeno, o que é aceitável."
8e701de5-237e-411d-a07a-fdb2a72fa586,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",4,0.6499999999999999,10.0,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário de madeira pode ser relevante para a formação em igualdade.
8e701de5-237e-411d-a07a-fdb2a72fa586,Formação Públicos Estratégicos na área da Igualdade para pessoas coletivas de direito público,8698daa2-f17c-4f2e-9418-a82afabb80ef,"TONIANA - COMBUSTÍVEIS E LUBRIFICANTES, LDA",5,0.6,10.0,"Atividade de comércio a retalho de combustíveis não é diretamente relevante para o incentivo.; Tamanho da empresa é pequeno, o que é aceitável."
291ed44f-438d-4045-8bb5-4df5674a9401,"Cursos profissionais - ano letivo 2025/2026 - promovidos por escolas profissionais públicas e privadas e por escolas do ensino particular e cooperativo.
",5e56081a-1e10-448d-b185-be5184a10242,"PRO SENA - EMPRESA PROMOTORA DE SERVIÇOS DE ENSINO, S.A.",1,0.9,-2.0,Setor de educação e formação profissional é elegível.; Atividade de prestação de serviços de educação e formação profissional está diretamente alinhada com o incentivo.
291ed44f-438d-4045-8bb5-4df5674a9401,"Cursos profissionais - ano letivo 2025/2026 - promovidos por escolas profissionais públicas e privadas e por escolas do ensino particular e cooperativo.
",034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",2,0.6499999999999999,-2.0,CAE code ['16230'] NÃO é elegível; Setor de fabricação de mobiliário está alinhado com a educação e formação.
291ed44f-438d-4045-8bb5-4df5674a9401,"Cursos profissionais - ano letivo 2025/2026 - promovidos por escolas profissionais públicas e privadas e por escolas do ensino particular e cooperativo.
",6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",3,0.39999999999999997,-2.0,"CAE code ['14101', '14102'] NÃO é elegível; Setor de confecção pode ter relevância para formação profissional, mas não é diretamente alinhado."
291ed44f-438d-4045-8bb5-4df5674a9401,"Cursos profissionais - ano letivo 2025/2026 - promovidos por escolas profissionais públicas e privadas e por escolas do ensino particular e cooperativo.
",030ded51-5550-4740-8f53-6f5045e2091e,"OLICOF - CONSTRUCÕES, LDA",4,0.35000000000000003,-2.0,"CAE code ['41200'] NÃO é elegível; Setor de construção pode ter relevância para formação profissional, mas não é diretamente alinhado."
291ed44f-438d-4045-8bb5-4df5674a9401,"Cursos profissionais - ano letivo 2025/2026 - promovidos por escolas profissionais públicas e privadas e por escolas do ensino particular e cooperativo.
",096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",5,0.3,-2.0,CAE code ['68100'] NÃO é elegível; Atividade de compra e venda de imóveis não está alinhada com o incentivo.
60ad2f86-275d-47e0-9d65-6564b6523113,SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science,034955aa-07aa-4550-88fd-b60f76a89332,"MUNDOCALMO, LDA",1,0.6499999999999999,2.5,CAE code ['16230'] NÃO é elegível; Atividade de fabricação de mobiliário de madeira está alinhada com inovação e investigação.
60ad2f86-275d-47e0-9d65-6564b6523113,SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science,096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",2,0.10000000000000003,2.5,CAE code ['68100'] NÃO é elegível; Atividade não está alinhada com setores de inovação e investigação.
60ad2f86-275d-47e0-9d65-6564b6523113,SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science,15370b5a-f24c-43f1-a935-bef3429e8961,"TORRES & SILVA, LDA",3,0.10000000000000003,2.5,CAE code ['56101'] NÃO é elegível; Atividade não está alinhada com setores de inovação e investigação.
60ad2f86-275d-47e0-9d65-6564b6523113,SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science,5e595731-b419-4f0c-b02c-980df77c7d26,"CENTRO DESPORTIVO SQUASH DE VILAMOURA, LDA",4,0.10000000000000003,2.5,CAE code ['55900'] NÃO é elegível; Atividade não está alinhada com setores de inovação e investigação.
60ad2f86-275d-47e0-9d65-6564b6523113,SIID – I&D Empresarial - Operações Individuais ou em Copromoção – Roteiros Tecnológicos Big Science,6e486370-b6ae-42d5-8776-65e1761da06e,"DANIJO - INDÚSTRIA DE CONFECÇÃO, LDA",5,0.10000000000000003,2.5,"CAE code ['14101', '14102'] NÃO é elegível; Atividade não está alinhada com setores de inovação e investigação."
9ad870a2-34ea-4531-ad2e-f7c661cd60c1,Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato,0b869770-ce57-4899-a224-c736baf38da6,"IFISH, PRODUÇÃO E COMERCIALIZAÇÃO DE PESCADO, UNIPESSOAL, LDA",1,0.9,-2.0,Atividade de pesca marítima está alinhada com o incentivo; Região do Algarve é relevante para o desenvolvimento local
9ad870a2-34ea-4531-ad2e-f7c661cd60c1,Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato,096ec6f2-c03b-451a-a0a6-7aef4e361a2b,"ABSOLUTPARADOX, UNIPESSOAL, LDA",2,0.8,-2.0,Atividade de pesca turística pode apoiar comunidades piscatórias; Região Norte é relevante para o incentivo
9ad870a2-34ea-4531-ad2e-f7c661cd60c1,Execução da EDL do GAL Costeiro Litoral Norte – Do Mar ao Prato,15370b5a-f24c-43f1-a935-bef3429e8961,"TORRES & SILVA, LDA",3,0.75,-2.0,Setor de restaurantes pode apoiar o desenvolvimento local; Região Norte é relevante para o incentivo
